# Pathway	E0000355_Abundance	E0000361_Abundance	E0000362_Abundance	E0000369_Abundance	E0000376_Abundance	E0000378_Abundance	E0000382_Abundance	E0000393_Abundance	E0000404_Abundance	E0000410_Abundance	E0000416_Abundance	E0000418_Abundance	E0000419_Abundance	E0000420_Abundance	E0000426_Abundance	E0000428_Abundance	E0000432_Abundance	E0000433_Abundance	E0000435_Abundance	E0000442_Abundance	E0000466_Abundance	E0000467_Abundance	E0000471_Abundance	E0000478_Abundance	E0000480_Abundance	E0000482_Abundance	E0000488_Abundance	E0000490_Abundance	E0000495_Abundance	E0000498_Abundance	E0000501_Abundance	E0000502_Abundance	E0000516_Abundance	E0000520_Abundance	E0000521_Abundance	E0000522_Abundance	E0000527_Abundance	E0000531_Abundance	E0000537_Abundance	E0000539_Abundance	E0000540_Abundance	E0001336_Abundance	E0001340_Abundance	E0001346_Abundance	PV101516_Abundance	PV101570_Abundance	PV101581_Abundance	PV101643_Abundance	PV101656_Abundance	PV101894_Abundance	PV101895_Abundance	PV101929_Abundance	PV101945_Abundance	PV101948_Abundance	PV101962_Abundance	PV102349_Abundance	PV102418_Abundance	PV102462_Abundance	PV102474_Abundance	PV102574_Abundance	PV102580_Abundance	PV19497_Abundance	PV19551_Abundance	PV19565_Abundance	PV19588_Abundance	PV19658_Abundance	PV19708_Abundance	PV19755_Abundance	PV19834_Abundance	PV19855_Abundance	PV19856_Abundance	PV19882_Abundance	PV19936_Abundance	PV19942_Abundance	PV19991_Abundance	PV20005_Abundance	PV20541_Abundance	PV20544_Abundance	PV20615_Abundance	PV21638_Abundance	PV21671_Abundance	PV21690_Abundance	PV21772_Abundance	PV21813_Abundance	PV21876_Abundance	PV23791_Abundance	PV23961_Abundance	PV24015_Abundance	PV49580_Abundance
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis	59.3282689962	525.8822081294	411.3560714427	38.5978067215	33.4049945567	286.6585684581	246.2037810054	27.8322915047	167.9781142189	0	229.6773791321	345.8277435594	436.0658098535	56.0613922110	37.2733540640	70.9519958454	132.5085469194	1026.5578297050	115.3204581072	207.9438978560	231.0780507040	101.3144767245	128.8215429614	255.9057859775	105.9341749247	260.2396757839	3.8860020439	8.2107625783	17.8546080349	29.7950135328	267.9658400823	33.6671696746	313.4315890058	1712.8387501601	174.2461377542	177.1690866667	33.5008416500	242.9044082437	14.4301175257	126.5485317138	683.0653333703	60.4175388214	62.1899268373	75.8053790770	21.6032604357	0	43.9625539143	31.4066663997	38.6566179495	5.1430541628	48.5247677539	23.2879076958	1.8733419825	82.8949782079	19.1334899994	463.6273685584	39.0840620979	845.6557434872	13.1535101679	134.9602212322	166.0330029458	0	35.6990252462	0	72.7571987935	0	73.5310759278	135.6935084021	610.4532996485	58.0169136514	799.3616925778	783.1029769058	162.9562283449	201.1590999053	7.7368098602	89.9050250434	60.2692149156	170.1562281611	1.2913076635	2003.3789851365	123.1412974549	34.0589599173	7.4989182200	0	1043.1882275369	37.3902441762	48.6477532363	17.7863285354	1745.8721506380
PWY0-1261: anhydromuropeptides recycling	604.2742303372	819.9620338175	1574.2115140654	466.1071099932	596.7381748721	1733.3727124584	664.3412587217	159.0369158235	506.6553590481	90.0979078403	1352.2278441714	1083.7789922779	1550.4855424857	354.2146648463	269.9460667809	325.5658776887	358.7511653752	2653.0033009502	615.8670067972	877.1590191009	1314.3382199534	287.7191646367	760.5552707738	1426.7566857336	599.4604366199	818.8205878004	868.6670218018	55.9703760400	227.6804374700	209.5355979272	1016.4461237268	434.5100312061	1323.8716150864	4331.0021671255	493.7584333221	802.3025752174	619.3726510340	1225.7136182480	43.3354547309	616.5811842412	2109.1107907108	406.3158338562	386.6301318795	178.0932203941	523.2627344563	286.0684000837	93.0982529381	180.2975248788	397.5412739768	159.0615400880	302.7284515139	183.8029020135	14.0598723541	479.0813765651	119.2452257797	1011.7884711435	334.2872604057	1498.2470170852	188.6553221161	748.1443849053	723.1823749353	0	455.3308391798	17.6359246917	516.8160384893	0	205.6495767086	488.9033020054	1681.7972537156	303.3737137031	2859.9384905955	2262.6043548896	507.5996962428	908.0340928192	685.5857050695	226.4942721672	268.6998101697	447.9107396615	147.5532445180	4205.1059388169	481.0172088224	962.1322531581	52.8164268375	255.8268998180	2786.9780074788	354.1975167457	739.7392626396	247.3930345804	4074.9087043899
PWY0-1277: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation	12.1384816704	5.4470752344	588.7030750070	20.2743082942	0	345.7713861588	0	18.3233681562	135.3772456754	0	300.3398129119	254.4382018481	198.7898509467	15.3521633650	4.1264110865	30.0599720074	81.8715341653	909.4561339080	172.2311729098	72.5016138538	116.2269462989	35.9825773793	27.4740097340	215.4856334065	89.8939227256	130.4381727246	7.1502426447	8.5229918039	5.4313119203	19.6454943506	122.7003255368	11.0143842023	214.8203180333	2900.5123806124	27.3231420659	37.0210171497	23.1628108501	130.1681316827	0	99.1303797227	474.4422522370	53.0031882404	32.5190578887	46.4730685105	16.4509475725	4.0362672838	13.2024384812	14.3413278133	23.7308991862	5.6303879722	48.9988819400	16.6985204055	0	37.8969600600	0	263.7400514101	0	359.5575058958	16.2579305888	121.9000058707	130.8596274351	0	6.1752159292	0	41.0311586747	0	0	121.2774901787	512.7149789046	51.5767229925	115.3782665818	751.6892371442	0	228.4365516583	0	100.5973293788	67.2498645263	69.8219066106	0	1838.5031110362	60.2054768832	22.5396968427	0	0	1580.1544470559	56.3733179384	21.2963826354	0	1291.3116351665
PWY0-1296: purine ribonucleosides degradation	4809.7036422175	5457.5508095655	3708.5013095877	4646.0977919894	4973.4441729443	5260.2002947002	4239.4028941940	3747.6631507546	2366.9567266242	3348.6148164968	4865.0240239913	5215.1567723871	5775.2235967885	6681.4290327435	3560.4260603154	3909.0554243329	2214.8825221785	4269.6254735400	3311.1514057357	4819.1282925165	4575.9582533298	4259.7887827421	4380.0791292619	2899.3550592136	4609.9643452747	3119.1165803256	6737.8394342720	2248.1117547185	5277.6912025519	2036.7622247739	5931.1777934643	5543.0616982507	2909.0884686524	4080.6268493561	4434.4079025825	8958.2651854682	2240.9165315134	4945.7300928721	2041.1705487350	5281.3902096998	4192.1814413770	3742.0075476320	5229.6533767665	2902.5622555956	2569.8751130709	2887.9575100615	2345.3396918020	943.5157905729	4305.1538005560	1020.0208076297	4082.8831119470	4085.4183299314	3282.3494441936	1517.5959438135	984.0155704230	3601.3831990203	4394.6868724024	3938.1150179310	5600.3893790334	2071.2854667159	4497.7423524900	3609.1850586586	3171.7536296021	2178.5243381600	3505.4668929374	2193.4870143625	2442.6377226987	5326.7306324279	2478.0910584542	2142.4550529628	4823.9927536690	3717.4408598002	5064.2970243659	3724.5144323732	1651.0936530315	4079.9266626695	1545.9975395624	4307.7378959707	2448.7753544632	3907.7934716551	1991.5491174681	818.0533061675	4005.1772601885	2613.2977446468	2968.9788402603	3579.6293779656	3695.8591550784	3840.9802599855	4227.4017824187
PWY0-1297: superpathway of purine deoxyribonucleosides degradation	588.4796147300	1093.5878614054	1570.2003961775	149.2731954721	330.2707452116	860.1830093744	1107.7764181957	584.7612830861	503.9093541289	314.3736030871	1346.6263116241	885.2450143888	966.4849262565	63.1188383005	510.8254182103	187.3742312975	990.2005212159	2700.1673299363	650.9814253615	529.9924289887	555.1193998165	796.0462434348	248.4353382480	696.2172673783	388.2157783490	666.7728346239	86.8383978263	841.1282898441	246.0522145622	861.5140466928	2231.0005265276	220.3995247488	1047.4734659448	3636.2324549376	1206.3446044368	591.3762760052	181.8479567350	560.5269472418	38.9616445363	747.4772431285	2719.9871654124	224.3264571534	256.2909187669	264.9067287103	216.3485425087	230.6750033229	322.8204565300	149.9356536856	572.5948262563	126.1933463037	367.6142972997	592.3743341930	994.8732993578	172.5645313411	144.8907811106	2013.5880455713	339.1073630308	1102.1319432299	152.0404189801	407.2869358469	659.4673222361	378.6088428168	373.8923462059	251.4888309934	428.4015274355	518.0298027052	196.4824630267	967.0929957853	1285.4997973358	441.2456857150	1753.6648331191	1996.0764990302	423.3735279934	761.4872312674	363.0320181673	684.4257903262	543.3368718495	623.6753350639	267.4118604563	3241.6939112370	358.0716031877	530.6397882414	390.8620933023	493.1927688373	2544.1885194245	640.5449078253	234.3014255182	393.7932421964	2798.4040870011
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation	166.8131018456	408.8601609132	534.8929053594	394.4564077152	135.3405370396	601.4385025020	308.0353962242	237.6095906381	265.4405002386	182.7870641149	240.1467035288	142.8863068821	637.4876898180	43.9986747876	181.2213203273	76.4009439181	154.2375524338	638.2590605015	287.8841655857	194.2365995118	1150.3465967334	121.7798616171	205.2966254544	314.7089073099	387.1999512094	325.5542833447	210.2078726569	237.4651521066	248.7579010577	117.8043570423	527.0307369858	647.9409046306	418.3636357656	2427.1694614998	149.9634331562	456.2497119626	149.7000621839	1338.2751182053	22.3574170692	221.6234360190	672.0906641614	227.5311069287	183.6757203657	143.8023456793	144.9608061295	398.0899684614	232.9859401347	65.9390646248	143.6894446169	83.4304534851	779.0401307296	290.5780566252	372.7610294718	90.7164439688	39.0528103319	484.4939594702	144.7145779659	622.6776539828	565.5872456624	170.2131551218	303.4161829552	84.7365529666	41.9014688027	132.7810645469	286.5664576471	47.1173151164	65.6587723764	209.2921070740	659.8379911688	228.1652809229	502.8499327947	1109.0308240376	119.8255081922	511.7734358726	447.8896317939	123.9384371309	157.7274670008	102.6599329282	137.8501032660	2208.9955991661	94.7181026466	121.3385880700	192.3803373251	32.0269840886	1481.0137167890	119.2607870574	222.2940215571	71.2817517361	1927.0856202630
PWY0-1319: CDP-diacylglycerol biosynthesis II	9179.1210726605	8578.8268395247	6156.6181833925	8066.9641199421	8600.2630786083	9210.9746840265	5723.3808829361	6241.9988287923	8970.8783057118	9030.1409895307	6548.8881913840	6912.0791547088	6876.2564186085	8576.4851877312	10870.1517167002	7979.2315095383	6807.7989497555	6752.3467544948	6145.3660527609	8570.0768308388	8420.6978885649	6341.9832055360	11387.1215645870	5953.8644503480	8700.3124460554	5791.6970447268	11931.4474096930	7724.2627526725	8668.8577885663	5032.5325282374	8513.9884739734	8443.4701198357	8852.9057786452	7068.9256225172	9202.2024478088	11022.6804599026	4717.1181048578	8289.0307798241	4955.2728794020	9143.7726751618	8073.8201347354	5788.3221846924	7533.0499054846	6111.3833571313	6026.3958711623	6873.8473460215	8255.0906755434	2667.9572118506	9947.9014986318	4056.2836719114	6795.4686951529	7095.3147552421	7872.5423805055	4002.8144236897	3875.9268901839	6192.9688564393	5585.2159272489	5891.4913451617	6899.9098189909	4391.1609151425	6183.4063278924	6908.0793927574	8275.5848972444	4738.5365085054	7235.6657154392	7632.1325365284	7589.3742035349	8822.2646561066	4595.7323127852	7925.4197010462	7721.6216521149	7270.3633193300	7465.5250207675	9244.6284080590	4660.7986816023	10171.4954614317	2355.7985596328	9050.4156414466	8398.3443421644	6231.4392534782	3886.5465093098	4340.7388546845	7231.0587194643	10328.5211982392	10997.3644086813	8548.0877335226	5547.2634175074	7927.7973520297	8009.3399669176
PWY0-1338: polymyxin resistance	2.7206630450	13.6062224806	256.4787459189	0	0	203.9168670104	0	7.8782397400	59.6139894818	0	64.1707332069	31.2897789663	61.0367691200	5.3981030698	0	29.1918893625	44.1687088506	360.7166695836	51.9963763183	52.4441551831	52.9211399229	5.9394878337	22.8128002321	124.7385498120	54.8077841264	88.9134131308	4.2184825850	3.0395926264	3.2309535702	6.3021372678	164.2352315434	20.7583874943	220.2215722005	1401.8051299966	25.8477574273	25.7124536412	18.2229164737	72.3572365877	0	66.3016601071	351.1715959531	29.0514853217	17.2821256233	18.3186807509	7.9244168452	0	7.4406489465	7.3501150096	27.6942745883	2.6994834624	12.7262159932	11.2804351994	0	13.8951811370	4.9770027730	124.6774074022	0	295.7272217968	3.7415198056	60.8426050592	52.3042800228	0	15.1674018409	0	0	0	7.1731410519	34.9356569693	385.7766046823	46.8234727325	321.2404844327	715.4752821287	0	127.4552652440	0	54.3987485689	30.0895890942	8.7969958651	0	1644.4524527917	25.6586262479	13.2806606499	0	0	845.2181758057	16.3357856786	5.4930774738	0	1198.6179020513
PWY0-1415: superpathway of heme biosynthesis from uroporphyrinogen-III	52.4335301379	148.5060458865	500.8592802462	30.1037315087	0	254.0970169065	227.4031388941	3.0488074507	149.1751723827	0	88.0349026231	268.7272304630	212.2337624428	42.4998979397	5.0952603367	101.5855790655	179.9526290509	495.1513582563	110.2179980656	119.8870792269	137.8848304847	112.1933897602	91.3070705687	240.5396448605	144.7837509590	201.8473892203	10.9249148803	30.8398952600	42.2602436158	24.2194981470	318.4274325035	78.2557281273	459.9500178331	680.6857990200	48.4759417828	84.4831479327	43.8125053300	64.6327229804	0	111.0444392177	602.0295039147	82.5606453428	45.1027308781	62.5233011630	60.4038378402	7.5677341385	47.6313758958	13.0493075534	35.5931190347	7.5560115404	42.5948802950	58.0036768191	9.7291531416	45.7550159897	10.9340541786	257.6252687686	13.5609801386	521.9984932210	23.0747720820	22.9891414418	215.7937547340	0	68.5341462583	0	72.5306721885	0	6.3869933869	74.6967846990	165.9713437195	135.0923859955	883.8367459093	343.2199599052	0	269.8677230898	30.6801644607	126.8890597809	29.6245538201	98.9935617950	0	401.3969043458	50.8681027387	30.5636542473	0	0	340.9738201729	108.8587158567	14.9389848448	0	280.6298601450
PWY0-1479: tRNA processing	17.4728441993	297.8191111610	380.8992946456	0	0	505.1589119684	38.5928000936	0	0	38.6242103540	904.1711848900	776.3528651090	720.6833468835	0	364.4816640483	308.1888833530	0	1196.0035384020	93.5513472555	341.5527452652	0	18.2097607467	519.8487549949	224.7347577664	217.6761572392	10.3831019879	567.8346524405	0	0	0	406.6322681136	149.5879684790	0	8.4527792286	788.6159485114	456.7331480411	177.8076933092	444.1771216314	5.3799366220	412.5804623680	0	0	48.5463434297	0	178.6752061486	0	0	144.2104254210	37.3262328377	80.5051706650	15.7108054542	0	32.3363855590	843.6116589901	754.7848072516	0	0	114.1309467622	0	0	26.7308890898	0	0	50.3022195472	1000.3730155384	8.5653466904	80.3340200666	8.0629508349	309.2806724180	0	90.1147057543	24.1818589336	0	1147.9580579414	298.2099695969	0	0	0	295.3318619482	390.5061743320	0	27.0575471864	39.0518097298	150.7684709103	19.2754506616	870.3635121864	635.9824746043	404.0364610604	0
PWY0-1533: methylphosphonate degradation I	7.2133771478	0	377.8809852910	0	0	299.5576553574	3.4131930296	8.6488906718	105.3224765877	0	64.5672756125	18.6788519720	42.5323907076	9.6236979942	0	59.5792474118	49.7177450232	365.6546463713	115.6637003488	100.2200088795	73.9391511256	7.9792236445	37.0442982849	199.4612365774	70.3743462819	110.5683960255	7.1918164121	4.7166628726	0	7.9323590467	217.3944402513	23.4106487136	333.1524282453	2181.1092748414	45.5618402213	51.8129818148	24.6644024095	91.5696430087	0	60.6926419206	438.4452261819	39.0641739928	21.8914640861	39.1250495879	20.5571853075	1.9810911230	26.9489055521	10.2972327234	39.3140448971	8.1513828239	26.5112217565	21.8457032030	6.6887208950	50.1287063744	13.7171159918	127.5514031486	0	447.6455130385	7.9404990457	78.6320312829	93.1564468448	0	26.9580259281	0	0	0	2.7561656209	55.1419997348	494.3250313734	48.0166468052	765.9953118406	962.3190724507	0	243.6213244468	0	68.1030776662	45.2382397465	4.5843495643	0	2284.9170746388	38.9337451334	32.3897879972	0	0	1205.3651682233	21.3945611309	11.6030142644	0	1817.4214098346
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)	4261.0612299885	4196.4932029446	2843.1810378872	2122.7202682373	2462.2057197877	2579.4525014048	2829.9179355881	2062.9787009309	1369.5047270929	3497.9080822789	1594.7350387710	1551.1622988240	3628.3246141938	2912.4022613307	3573.3299780204	1291.5432867207	498.3062708355	2726.3150325675	1441.5416161367	3824.9278432525	1864.5389827097	1556.5980749755	1624.8969939008	2742.9007517509	2885.6371521532	981.8804767895	6108.2422525576	1216.6876344403	2180.3958013715	902.6852502416	1662.4261306319	2288.7676440566	3460.8914134831	7636.7648042954	1091.6775016608	2256.7114044827	1375.1717677909	1721.4398832747	674.3496793985	1800.6788899152	2647.5326748939	2152.9186266887	2507.0013795743	704.5668195685	1317.5169863632	473.0524068068	1861.4488057808	371.0360453541	3489.2436073624	597.3687703546	2587.3549289548	2879.9421096738	1847.3527804603	597.1273785093	388.2482750970	2056.2398319933	932.2747144069	2004.0027092153	2361.2779517257	653.9963797675	1918.5026629587	1052.9158851690	2432.3048612782	821.7395232322	1136.4311675120	2507.6812592385	1027.2469464497	1530.3620834978	2420.6833601758	2066.7455062305	3357.2169010702	3807.7849932231	1346.6643059834	2419.2283755788	1448.6401473619	4281.0129284643	195.2522830134	3505.3717900350	1794.3708488020	9027.0701144127	560.0243786195	1046.8015362525	1870.1268762968	3025.0260587831	5067.5350445255	1871.3136474075	1255.4831650076	3175.0626157588	6535.7642087744
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis	3430.8152548957	2089.2342477450	6137.3338505653	2833.6855184408	4218.9166178853	4295.8180298466	1686.9227832723	1746.4436561298	1607.4088964621	2381.0505926928	2097.1331492842	1653.8488705447	3776.8122235740	3498.9170348931	2553.6336397825	3339.7415076393	890.8959470082	7502.5867652855	2498.7093353973	3054.7869495354	4022.2139502590	2175.8984262157	3905.0327446856	2768.1361162861	2826.8304394564	2813.8652113076	8155.3820232527	1249.3179761144	4621.4395627754	1114.1119771259	3203.2482228985	1331.5561538967	1727.5384628702	4361.1585852026	6024.7086983503	2616.2442018821	2445.0867674600	3577.0115502430	2668.1314650768	5184.9794394952	3649.2070166001	1076.7402965031	2822.3210591751	922.2849595843	3712.9432265572	4922.4497747439	1417.9717074171	991.0104861870	3764.5383581946	3599.9745645852	3195.9343776213	4793.9651890246	3353.1279497447	2229.0347009332	3892.9802339322	1680.6394757839	5065.0878569508	3189.0859880965	5494.2967218985	2644.8357916699	4270.8022107408	4358.2551454152	4284.6373193172	844.3148260666	4195.3734481389	1894.5376230454	2819.5900577428	3598.6080271297	1917.5780274746	1469.3557111675	3733.3402213399	3169.8098921207	2898.8461693200	5329.0182876905	2029.0040166844	2851.8622966686	968.9199384275	6191.5290160649	5841.9198947874	4970.7733221748	1971.8834787654	3992.1346007198	1783.4760424667	5859.4014731954	3823.5108586089	3781.5441576242	2715.4388405533	2807.0466153146	4097.0776799121
PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)	4013.6319016808	3131.7617911867	3625.0040933499	2088.1581595830	3381.6065123276	5353.7723025667	3390.3834120997	1366.0556586335	2577.6525854704	2525.6328852084	1732.5789718143	3384.8036534995	4043.4112015335	3475.2817413332	2236.2190921681	2322.1372435417	1779.8197644998	4196.5188718934	3002.4478833694	2885.0236249536	2974.1175775949	2530.7190199368	2442.7990212069	3543.1731459011	2705.5069351782	1827.1556246093	6054.9574960671	3455.8129984276	3239.7448342542	1667.0527150746	3161.5636788270	1736.5487452483	2915.0520383516	2860.6820917664	3411.7600216324	4966.3117597763	2265.0408392928	3590.2360363597	1382.7973982550	3797.3747337470	3619.7194395112	2534.4990018829	3035.5892375019	1266.6170020027	2917.8933171875	3158.1015848051	4869.2434677192	1051.2086194201	2898.3598731022	1508.9359662877	2765.5115371300	4025.5713219579	3486.3099637407	1816.8154139760	1668.3095836571	4037.1761863336	3782.4688185909	3156.6445705284	4050.9263278479	1881.0936072583	4758.0618000800	2350.4589709242	2480.9366615454	1444.2198761159	2802.2860959775	4299.6738371508	2079.8948009831	2271.4241076579	1425.6859250424	4257.0293106135	4321.2686311630	3407.5342427636	2849.2333253454	3765.3008984552	2062.8131046940	4309.1107119450	738.9482738326	4595.7613156172	2343.4389316894	3695.7661990531	1393.6531763849	3365.5663868658	3354.7444287168	2579.9653843936	2601.7974951340	3198.5948491868	2152.6450563933	3596.6532970936	4088.6172272796
PWY0-321: phenylacetate degradation I (aerobic)	0	0	266.8662491001	0	0	224.4122166640	0	0	35.3479632520	0	35.4616164354	13.4872541502	0	0	0	42.6243024627	0	138.4094679894	48.8552622036	44.9965211832	36.9481411479	0	12.2276296055	0	25.6275644537	59.0015251449	0	0	0	0	69.8895699215	24.3010112418	31.1330844025	1249.6316211852	18.5378097062	24.4553584139	11.1784464445	62.8607881765	0	37.3762037419	106.0784244366	11.4165231831	7.7719297399	10.0622420373	6.2884734109	0	15.3398554514	9.4479164015	23.0093562714	7.7900384342	9.6987906520	9.5587124962	0	17.1279740249	0	63.8443675212	0	236.7405744604	6.0991375665	58.6354428166	25.3623856854	0	14.2913156013	0	0	0	0	28.7940422298	0	0	0	632.8961944994	0	121.8815879229	0	28.5990805676	7.3482943709	2.2819063721	0	1597.0109564362	14.6314425409	0	0	0	606.0837047781	0	7.1105926387	0	1247.3113704715
PWY0-41: allantoin degradation IV (anaerobic)	6.5050620319	0	0	0	0	106.2982736041	0	0	0	0	19.0296177979	7.4723839210	33.4874807191	5.2627080256	0	38.4266747132	0	118.4115807790	49.5466969428	40.1513222339	32.4484733121	0	11.6507690631	25.3891453165	34.8861447019	55.7986729838	2.7301968976	0	2.2546412508	0	113.9277676649	10.5473605245	97.0279913885	145.1654332128	14.6080774409	18.4222343176	23.5592173380	55.3379877238	0	0	0	18.7154601037	21.7860257465	18.4568379775	6.5403988312	0	4.9031331368	16.7866256745	22.0826330656	3.2413357548	12.8140646654	4.1749718845	0	16.7446515251	0	54.3815536332	0	67.1805882400	2.1057632176	22.5760326733	27.2323588654	0	0	0	0	0	3.5290601441	25.7186943400	38.7235862519	0	136.7969967523	41.5072434707	0	67.7793043447	0	24.1779047799	13.4309558841	0	0	29.9918102039	22.1826110347	0	0	0	64.4245371569	25.8704712663	10.6883807688	0	575.2182268736
PWY0-42: 2-methylcitrate cycle I	0	34.4935388260	123.3540540117	0	0	52.5887545478	0	0	61.2421487780	0	64.9317804569	13.0289005910	83.4785798319	5.7891709853	0	0	0	277.3831921384	0	59.1598686594	44.2239357471	0	35.1619902223	0	4.9813603224	70.7522147415	0	0	0	16.9561937577	45.6267483342	0	0	324.9099154451	0	0	0	75.5392329821	0	0	241.1676939276	6.7411231605	16.4922368236	7.1049431553	0	0	0	0	0	0	0	0	0	10.6897679981	0	134.8789408287	0	47.1743584659	0	45.1213388245	67.0623593726	0	0	0	0	0	0	38.6816223197	100.5237371390	0	225.4672657367	0	0	0	0	24.9167579312	27.5468921187	13.5743401247	0	33.4830902790	42.7408563869	0	0	0	105.7135368150	0	0	0	0
